3.002606773376464844e+01,2.369268226623535156e+01,6.352748107910156250e+01,1.629606628417968750e+01,1.354061431884765625e+02,1.182452869415283203e+01,6.077602767944335938e+01,8.708209991455078125e+01,3.373706817626953125e+01,8.525852966308593750e+01,6.706820678710937500e+01,5.189967727661132812e+01,1.034141082763671875e+02,5.785818481445312500e+01,3.900439834594726562e+01,0.000000000000000000e+00
2.686955451965332031e+01,3.049289894104003906e+01,6.683586883544921875e+01,1.133471107482910156e+01,1.414833374023437500e+02,7.892365455627441406e+00,5.112599182128906250e+01,1.043331222534179688e+02,2.330321311950683594e+01,8.735935211181640625e+01,7.690828704833984375e+01,3.403271484375000000e+01,1.077428894042968750e+02,6.868479156494140625e+01,2.335563468933105469e+01,0.000000000000000000e+00
2.967695236206054688e+01,3.036914825439453125e+01,7.215002441406250000e+01,2.045370483398437500e+01,1.435162200927734375e+02,1.454386329650878906e+01,5.456205749511718750e+01,1.013339843750000000e+02,2.492591476440429688e+01,8.187368774414062500e+01,7.526001739501953125e+01,3.731169509887695312e+01,9.446671295166015625e+01,7.309770202636718750e+01,2.407819366455078125e+01,0.000000000000000000e+00
2.588504219055175781e+01,4.925965118408203125e+01,2.468626403808593750e+01,4.019676589965820312e+01,1.312172393798828125e+02,1.019243359565734863e+00,3.496502685546875000e+01,1.303212432861328125e+02,9.749810218811035156e+00,3.603261566162109375e+01,1.447836303710937500e+02,4.350435256958007812e+01,4.639986801147460938e+01,1.444310607910156250e+02,2.548975753784179688e+01,0.000000000000000000e+00
2.470311546325683594e+01,3.984336090087890625e+01,2.661109733581542969e+01,4.313760375976562500e+01,1.223481674194335938e+02,5.452883243560791016e+00,3.943238449096679688e+01,1.278367080688476562e+02,2.786639213562011719e+01,4.282658767700195312e+01,1.412719421386718750e+02,5.334896469116210938e+01,4.932080841064453125e+01,1.464373321533203125e+02,3.573709106445312500e+01,0.000000000000000000e+00
2.460168457031250000e+01,4.189716720581054688e+01,3.117402076721191406e+01,4.445162200927734375e+01,1.233043670654296875e+02,4.653345108032226562e+00,4.082476043701171875e+01,1.275982894897460938e+02,2.646005439758300781e+01,4.159841537475585938e+01,1.440886077880859375e+02,4.968537902832031250e+01,4.941305541992187500e+01,1.478995208740234375e+02,3.268761062622070312e+01,0.000000000000000000e+00
2.511105918884277344e+01,2.092934036254882812e+01,4.193891906738281250e+01,7.303025817871093750e+01,8.074509429931640625e+01,6.701377105712890625e+01,1.035673446655273438e+02,6.904009246826171875e+01,9.008753967285156250e+01,1.185539016723632812e+02,6.845874023437500000e+01,9.485168457031250000e+01,1.311647644042968750e+02,4.313127517700195312e+01,1.206550750732421875e+02,0.000000000000000000e+00
1.991588211059570312e+01,1.576620292663574219e+01,4.406428527832031250e+01,7.422581481933593750e+01,7.992242431640625000e+01,4.730494689941406250e+01,1.039289169311523438e+02,6.870882415771484375e+01,7.102506256103515625e+01,1.193032379150390625e+02,6.523399353027343750e+01,8.182554626464843750e+01,1.316370697021484375e+02,3.966524124145507812e+01,1.037020645141601562e+02,0.000000000000000000e+00
1.780395507812500000e+01,1.898393630981445312e+01,3.253414916992187500e+01,8.048452758789062500e+01,6.677075195312500000e+01,6.089899826049804688e+01,1.096551742553710938e+02,5.829515838623046875e+01,9.140908813476562500e+01,1.244521560668945312e+02,5.837801361083984375e+01,1.014310607910156250e+02,1.368416900634765625e+02,3.840393829345703125e+01,1.166472320556640625e+02,0.000000000000000000e+00
2.490619277954101562e+01,4.241146469116210938e+01,3.121075820922851562e+01,3.885434722900390625e+01,1.266346664428710938e+02,2.171027755737304688e+01,3.902964782714843750e+01,1.275684356689453125e+02,6.623741912841796875e+01,4.205958175659179688e+01,1.438218078613281250e+02,6.967227172851562500e+01,5.462418365478515625e+01,1.380371093750000000e+02,4.323433303833007812e+01,0.000000000000000000e+00
2.568308258056640625e+01,4.246100616455078125e+01,3.130187797546386719e+01,3.624758911132812500e+01,1.276856460571289062e+02,2.796309661865234375e+01,4.048552322387695312e+01,1.258760147094726562e+02,7.664698791503906250e+01,4.429146957397460938e+01,1.422418823242187500e+02,7.355097198486328125e+01,5.797033309936523438e+01,1.349083404541015625e+02,4.882146835327148438e+01,0.000000000000000000e+00
2.555565071105957031e+01,4.300424575805664062e+01,3.061942291259765625e+01,3.859854888916015625e+01,1.278381042480468750e+02,2.583962440490722656e+01,3.884878921508789062e+01,1.275784225463867188e+02,7.586202239990234375e+01,4.311515808105468750e+01,1.423619384765625000e+02,7.336141967773437500e+01,5.475519943237304688e+01,1.391020202636718750e+02,4.397002792358398438e+01,0.000000000000000000e+00
